error at 16068589th block, 74th tx: Multiple events found
error at 16072276th block, 116th tx: Multiple events found
error at 16072314th block, 120th tx: Multiple events found
error at 16072314th block, 121th tx: Multiple events found
error at 16072376th block, 115th tx: Multiple events found
error at 16072575th block, 138th tx: Multiple events found
error at 16072575th block, 141th tx: Multiple events found
error at 16072664th block, 73th tx: Multiple events found
error at 16072667th block, 7th tx: Expecting value: line 1 column 1 (char 0)
error at 16072668th block, 41th tx: ('Connection aborted.', TimeoutError(60, 'Operation timed out'))
error at 16072781th block, 97th tx: HTTPSConnectionPool(host='mainnet.infura.io', port=443): Max retries exceeded with url: /v3/0377f17d56934a059be55f9d96fe5134 (Caused by NewConnectionError('<urllib3.connection.HTTPSConnection object at 0x7f9d28143ca0>: Failed to establish a new connection: [Errno 8] nodename nor servname provided, or not known'))
error at 16072781th block, 98th tx: HTTPSConnectionPool(host='mainnet.infura.io', port=443): Max retries exceeded with url: /v3/0377f17d56934a059be55f9d96fe5134 (Caused by NewConnectionError('<urllib3.connection.HTTPSConnection object at 0x7f9d28143dc0>: Failed to establish a new connection: [Errno 8] nodename nor servname provided, or not known'))
error at 16072781th block, 99th tx: HTTPSConnectionPool(host='mainnet.infura.io', port=443): Max retries exceeded with url: /v3/0377f17d56934a059be55f9d96fe5134 (Caused by NewConnectionError('<urllib3.connection.HTTPSConnection object at 0x7f9d38149e50>: Failed to establish a new connection: [Errno 8] nodename nor servname provided, or not known'))
error at 16072781th block, 100th tx: HTTPSConnectionPool(host='mainnet.infura.io', port=443): Max retries exceeded with url: /v3/0377f17d56934a059be55f9d96fe5134 (Caused by NewConnectionError('<urllib3.connection.HTTPSConnection object at 0x7f9d38149cd0>: Failed to establish a new connection: [Errno 8] nodename nor servname provided, or not known'))
error at 16072781th block, 101th tx: HTTPSConnectionPool(host='mainnet.infura.io', port=443): Max retries exceeded with url: /v3/0377f17d56934a059be55f9d96fe5134 (Caused by NewConnectionError('<urllib3.connection.HTTPSConnection object at 0x7f9d3816ea30>: Failed to establish a new connection: [Errno 8] nodename nor servname provided, or not known'))
error at 16072781th block, 102th tx: HTTPSConnectionPool(host='mainnet.infura.io', port=443): Max retries exceeded with url: /v3/0377f17d56934a059be55f9d96fe5134 (Caused by NewConnectionError('<urllib3.connection.HTTPSConnection object at 0x7f9d3816eaf0>: Failed to establish a new connection: [Errno 8] nodename nor servname provided, or not known'))
error at 16072781th block, 103th tx: HTTPSConnectionPool(host='mainnet.infura.io', port=443): Max retries exceeded with url: /v3/0377f17d56934a059be55f9d96fe5134 (Caused by NewConnectionError('<urllib3.connection.HTTPSConnection object at 0x7f9d3816ed90>: Failed to establish a new connection: [Errno 8] nodename nor servname provided, or not known'))
error at 16072781th block, 104th tx: HTTPSConnectionPool(host='mainnet.infura.io', port=443): Max retries exceeded with url: /v3/0377f17d56934a059be55f9d96fe5134 (Caused by NewConnectionError('<urllib3.connection.HTTPSConnection object at 0x7f9d3816ea30>: Failed to establish a new connection: [Errno 8] nodename nor servname provided, or not known'))
error at 16072781th block, 105th tx: HTTPSConnectionPool(host='mainnet.infura.io', port=443): Max retries exceeded with url: /v3/0377f17d56934a059be55f9d96fe5134 (Caused by NewConnectionError('<urllib3.connection.HTTPSConnection object at 0x7f9d3816eaf0>: Failed to establish a new connection: [Errno 8] nodename nor servname provided, or not known'))
error at 16072781th block, 106th tx: HTTPSConnectionPool(host='mainnet.infura.io', port=443): Max retries exceeded with url: /v3/0377f17d56934a059be55f9d96fe5134 (Caused by NewConnectionError('<urllib3.connection.HTTPSConnection object at 0x7f9d3816e850>: Failed to establish a new connection: [Errno 8] nodename nor servname provided, or not known'))
